FFT-Momentaufnahme #1	FFT-Momentaufnahme #1	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung
7.92	8.59E-4	5.400	99.76	99.25	0.51	0.187	8.875	-84.430	0.0045	0.212	-2.016	24.9
7.95	8.56E-4	5.420				0.347	6.912	-108.974	0.0083	0.165	-2.602	
7.97	8.76E-4	5.440				0.463	4.516	-124.682	0.0111	0.108	-2.977	
8.00	8.24E-4	5.450	99.51	99.25	0.26							
8.02	8.16E-4	5.460				0.528	1.924	-132.536	0.0126	0.046	-3.164	
8.04	8.58E-4	5.480				0.540	-0.785	-141.372	0.0129	-0.019	-3.375	
8.07	9.92E-4	5.500	99.10	99.25	-0.15	0.496	-3.731	-141.372	0.0118	-0.089	-3.375	24.8
8.09	8.58E-4	5.520				0.391	-6.440	-122.719	0.0093	-0.154	-2.930	
8.12	8.46E-4	5.540				0.239	-8.639	-98.175	0.0057	-0.206	-2.344	
8.14	8.75E-4	5.550	98.90	99.25	-0.36							
8.17	8.65E-4	5.560				0.046	-10.367	-69.704	0.0011	-0.248	-1.664	
8.19	8.50E-4	5.580				-0.176	-11.428	-37.306	-0.0042	-0.273	-0.891	
8.22	8.71E-4	5.600	98.59	99.25	-0.66	-0.412	-11.860	-2.945	-0.0098	-0.283	-0.070	24.8
8.24	8.27E-4	5.620				-0.650	-11.545	32.398	-0.0155	-0.276	0.773	
8.26	8.38E-4	5.640				-0.873	-10.564	59.887	-0.0209	-0.252	1.430	
8.29	8.64E-4	5.650	98.53	99.25	-0.72							
8.31	8.11E-4	5.660				-1.073	-9.150	82.467	-0.0256	-0.218	1.969	
8.34	8.65E-4	5.680				-1.239	-7.265	100.138	-0.0296	-0.173	2.391	
8.36	8.35E-4	5.700	98.64	99.25	-0.61	-1.363	-5.144	108.974	-0.0326	-0.123	2.602	24.8
8.39	8.18E-4	5.720				-1.445	-2.906	112.901	-0.0345	-0.069	2.695	
8.41	8.60E-4	5.740				-1.480	-0.628	114.865	-0.0353	-0.015	2.742	
8.44	8.48E-4	5.750	98.83	99.25	-0.42							
8.46	7.86E-4	5.760				-1.470	1.689	114.865	-0.0351	0.040	2.742	
8.48	8.20E-4	5.780				-1.412	3.966	109.956	-0.0337	0.095	2.625	
8.51	8.66E-4	5.800	99.09	99.25	-0.16	-1.312	6.087	99.157	-0.0313	0.145	2.367	24.8
8.53	8.23E-4	5.820				-1.169	7.933	83.449	-0.0279	0.189	1.992	
8.56	7.90E-4	5.840				-0.994	9.425	66.759	-0.0237	0.225	1.594	
8.58	8.14E-4	5.850	99.31	99.25	0.06							
8.61	8.29E-4	5.860				-0.792	10.603	44.179	-0.0189	0.253	1.055	
8.63	8.24E-4	5.880				-0.570	11.192	16.690	-0.0136	0.267	0.398	
8.65	7.66E-4	5.900	99.70	99.25	0.45	-0.344	11.270	-9.817	-0.0082	0.269	-0.234	24.8
8.68	8.30E-4	5.920				-0.119	10.799	-41.233	-0.0029	0.258	-0.984	
8.70	8.07E-4	5.940				0.088	9.621	-70.686	0.0021	0.230	-1.687	
8.73	8.50E-4	5.950	99.78	99.25	0.54							
8.75	8.53E-4	5.960				0.265	7.972	-93.266	0.0063	0.190	-2.227	
8.78	8.54E-4	5.980				0.407	5.890	-115.846	0.0097	0.141	-2.766	
8.80	7.91E-4	6.000	99.48	99.25	0.24	0.501	3.338	-130.573	0.0120	0.080	-3.117	24.9
8.83	7.72E-4	6.020				0.540	0.668	-136.463	0.0129	0.016	-3.258	
8.85	7.97E-4	6.040				0.528	-2.121	-142.354	0.0126	-0.051	-3.398	
8.87	8.78E-4	6.050	99.15	99.24	-0.09							
8.90	8.21E-4	6.060				0.456	-5.027	-135.481	0.0109	-0.120	-3.234	
8.92	8.19E-4	6.080				0.327	-7.540	-112.901	0.0078	-0.180	-2.695	
8.95	8.20E-4	6.100	98.87	99.25	-0.38	0.154	-9.543	-84.430	0.0037	-0.228	-2.016	24.8
8.97	7.94E-4	6.120				-0.055	-10.917	-52.033	-0.0013	-0.261	-1.242	
9.00	8.12E-4	6.140				-0.283	-11.624	-20.617	-0.0068	-0.277	-0.492	
9.02	7.95E-4	6.150	98.63	99.25	-0.62							
9.05	8.28E-4	6.160				-0.520	-11.742	10.799	-0.0124	-0.280	0.258	
9.07	8.24E-4	6.180				-0.752	-11.192	43.197	-0.0180	-0.267	1.031	
9.09	7.93E-4	6.200	98.52	99.25	-0.73	-0.968	-10.014	71.668	-0.0231	-0.239	1.711	24.8
9.12	8.37E-4	6.220				-1.153	-8.325	91.303	-0.0275	-0.199	2.180	
9.14	8.03E-4	6.240				-1.301	-6.362	105.047	-0.0311	-0.152	2.508	
9.17	8.41E-4	6.250	98.60	99.25	-0.65							
9.19	8.56E-4	6.260				-1.407	-4.123	113.883	-0.0336	-0.098	2.719	
9.22	8.67E-4	6.280				-1.466	-1.806	113.883	-0.0350	-0.043	2.719	
9.24	9.16E-4	6.300	98.85	99.25	-0.39	-1.480	0.432	114.865	-0.0353	0.010	2.742	24.8
9.27	8.77E-4	6.320				-1.448	2.788	115.846	-0.0346	0.067	2.766	
9.29	0.00	6.340				-1.368	5.066	107.011	-0.0327	0.121	2.555	
9.31	6.96E-4	6.350	99.06	99.25	-0.19							
9.34	7.68E-4	6.360				-1.246	7.069	93.266	-0.0297	0.169	2.227	
9.36	7.58E-4	6.380				-1.085	8.796	76.576	-0.0259	0.210	1.828	
9.39	8.01E-4	6.400	99.34	99.24	0.10	-0.894	10.132	53.996	-0.0213	0.242	1.289	24.9
9.41	8.17E-4	6.420				-0.680	10.956	29.452	-0.0162	0.262	0.703	
9.44	7.22E-4	6.440				-0.456	11.310	3.927	-0.0109	0.270	0.094	
9.46	7.54E-4	6.450	99.61	99.25	0.36							
9.48	7.70E-4	6.460				-0.228	11.113	-26.507	-0.0054	0.265	-0.633	
9.51	7.83E-4	6.480				-0.011	10.249	-56.941	-2.6250E-4	0.245	-1.359	
9.53	7.69E-4	6.500	99.77	99.25	0.52	0.182	8.836	-82.467	0.0043	0.211	-1.969	24.8
9.56	7.78E-4	6.520				0.342	6.951	-106.029	0.0082	0.166	-2.531	
9.58	7.59E-4	6.540				0.460	4.595	-122.719	0.0110	0.110	-2.930	
9.61	7.56E-4	6.550	99.55	99.24	0.31							
9.63	7.42E-4	6.560				0.526	2.042	-131.554	0.0126	0.049	-3.141	
9.66	7.58E-4	6.580				0.542	-0.668	-139.408	0.0129	-0.016	-3.328	
9.68	8.07E-4	6.600	99.13	99.24	-0.11	0.500	-3.534	-138.427	0.0119	-0.084	-3.305	24.8
9.70	6.81E-4	6.620				0.401	-6.205	-122.719	0.0096	-0.148	-2.930	
9.73	7.97E-4	6.640				0.251	-8.443	-99.157	0.0060	-0.202	-2.367	
9.75	7.32E-4	6.650	98.94	99.25	-0.31							
9.78	7.62E-4	6.660				0.063	-10.171	-72.649	0.0015	-0.243	-1.734	
9.80	7.39E-4	6.680				-0.156	-11.349	-40.252	-0.0037	-0.271	-0.961	
9.83	7.34E-4	6.700	98.61	99.25	-0.63	-0.391	-11.781	-4.909	-0.0093	-0.281	-0.117	24.8
9.85	7.83E-4	6.720				-0.627	-11.545	26.507	-0.0150	-0.276	0.633	
9.88	7.40E-4	6.740				-0.853	-10.721	56.941	-0.0204	-0.256	1.359	
9.90	7.41E-4	6.750	98.52	99.24	-0.72							
9.92	7.68E-4	6.760				-1.056	-9.268	81.485	-0.0252	-0.221	1.945	
9.95	7.74E-4	6.780				-1.224	-7.461	97.193	-0.0292	-0.178	2.320	
9.97	7.38E-4	6.800	98.62	99.24	-0.63	-1.354	-5.380	109.956	-0.0323	-0.128	2.625	24.8
10.00	7.19E-4	6.820				-1.439	-3.063	112.901	-0.0343	-0.073	2.695	
10.02	7.42E-4	6.840				-1.477	-0.864	111.919	-0.0352	-0.021	2.672	
10.05	7.91E-4	6.850	98.87	99.25	-0.37							
10.07	7.68E-4	6.860				-1.473	1.414	116.828	-0.0352	0.034	2.789	
10.10	7.44E-4	6.880				-1.420	3.809	114.865	-0.0339	0.091	2.742	
10.12	6.87E-4	6.900	99.07	99.25	-0.18	-1.321	6.008	103.084	-0.0315	0.143	2.461	24.8
10.14	7.22E-4	6.920				-1.180	7.933	86.394	-0.0282	0.189	2.062	
10.17	7.29E-4	6.940				-1.004	9.464	66.759	-0.0240	0.226	1.594	
10.19	7.17E-4	6.950	99.37	99.24	0.13							
10.22	7.79E-4	6.960				-0.801	10.603	45.160	-0.0191	0.253	1.078	
10.24	7.43E-4	6.980				-0.580	11.270	19.635	-0.0138	0.269	0.469	
10.27	7.17E-4	7.000	99.65	99.25	0.40	-0.350	11.388	-9.817	-0.0084	0.272	-0.234	24.8
10.29	7.11E-4	7.020				-0.124	10.878	-42.215	-0.0030	0.260	-1.008	
10.31	7.15E-4	7.040				0.085	9.700	-71.668	0.0020	0.232	-1.711	
10.34	7.23E-4	7.050	99.76	99.25	0.52							
10.36	7.52E-4	7.060				0.264	8.011	-95.230	0.0063	0.191	-2.273	
10.39	6.89E-4	7.080				0.405	5.890	-115.846	0.0097	0.141	-2.766	
10.41	7.39E-4	7.100	99.52	99.24	0.27	0.500	3.377	-128.609	0.0119	0.081	-3.070	24.8
10.44	7.07E-4	7.120				0.540	0.746	-136.463	0.0129	0.018	-3.258	
10.46	7.13E-4	7.140				0.529	-2.081	-142.354	0.0126	-0.050	-3.398	
10.49	7.10E-4	7.150	99.11	99.25	-0.14							
10.51	7.15E-4	7.160				0.457	-4.948	-132.536	0.0109	-0.118	-3.164	
10.53	7.29E-4	7.180				0.331	-7.383	-110.938	0.0079	-0.176	-2.648	
10.56	7.00E-4	7.200	98.91	99.25	-0.34	0.162	-9.386	-85.412	0.0039	-0.224	-2.039	24.8
10.58	7.31E-4	7.220				-0.044	-10.799	-53.996	-0.0010	-0.258	-1.289	
10.61	7.28E-4	7.240				-0.270	-11.545	-21.598	-0.0064	-0.276	-0.516	
10.63	7.27E-4	7.250	98.61	99.25	-0.64							
10.66	7.07E-4	7.260				-0.506	-11.663	9.817	-0.0121	-0.278	0.234	
10.68	7.14E-4	7.280				-0.737	-11.153	40.252	-0.0176	-0.266	0.961	
10.71	7.29E-4	7.300	98.53	99.25	-0.73	-0.952	-10.053	67.741	-0.0227	-0.240	1.617	24.8
10.73	7.21E-4	7.320				-1.139	-8.443	89.339	-0.0272	-0.202	2.133	
10.75	7.09E-4	7.340				-1.290	-6.480	103.084	-0.0308	-0.155	2.461	
10.78	7.23E-4	7.350	98.63	99.25	-0.62							
10.80	7.18E-4	7.360				-1.398	-4.320	109.956	-0.0334	-0.103	2.625	
10.83	7.11E-4	7.380				-1.462	-2.081	112.901	-0.0349	-0.050	2.695	
10.85	7.41E-4	7.400	98.81	99.25	-0.44	-1.481	0.196	115.846	-0.0354	0.005	2.766	24.8
10.88	6.76E-4	7.420				-1.455	2.553	115.846	-0.0347	0.061	2.766	
10.90	7.04E-4	7.440				-1.379	4.830	107.992	-0.0329	0.115	2.578	
10.93	7.14E-4	7.450	99.08	99.25	-0.16							
10.95	7.06E-4	7.460				-1.261	6.872	95.230	-0.0301	0.164	2.273	
10.97	7.21E-4	7.480				-1.104	8.639	78.540	-0.0264	0.206	1.875	
11.00	6.79E-4	7.500	99.29	99.25	0.05	-0.916	10.014	56.941	-0.0219	0.239	1.359	24.9
11.02	7.30E-4	7.520				-0.704	10.917	33.379	-0.0168	0.261	0.797	
11.05	7.08E-4	7.540				-0.479	11.349	7.854	-0.0114	0.271	0.187	
11.07	7.20E-4	7.550	99.69	99.25	0.43							
11.10	6.88E-4	7.560				-0.250	11.231	-22.580	-0.0060	0.268	-0.539	
11.12	6.98E-4	7.580				-0.030	10.446	-53.996	-7.1250E-4	0.249	-1.289	
11.15	6.55E-4	7.600	99.79	99.25	0.55	0.168	9.071	-82.467	0.0040	0.217	-1.969	24.8
11.17	7.33E-4	7.620				0.333	7.147	-107.011	0.0080	0.171	-2.555	
11.19	7.09E-4	7.640				0.454	4.791	-123.700	0.0108	0.114	-2.953	
11.22	6.92E-4	7.650	99.49	99.25	0.25							
11.24	6.97E-4	7.660				0.525	2.199	-133.518	0.0125	0.053	-3.187	
11.27	6.84E-4	7.680				0.542	-0.550	-141.372	0.0129	-0.013	-3.375	
11.29	6.70E-4	7.700	99.16	99.25	-0.08	0.503	-3.456	-141.372	0.0120	-0.083	-3.375	24.8
11.32	6.59E-4	7.720				0.404	-6.205	-125.664	0.0096	-0.148	-3.000	
11.34	6.79E-4	7.740				0.254	-8.482	-100.138	0.0061	-0.202	-2.391	
11.36	6.92E-4	7.750	98.89	99.25	-0.36							
11.39	7.01E-4	7.760				0.064	-10.210	-69.704	0.0015	-0.244	-1.664	
11.41	6.70E-4	7.780				-0.154	-11.270	-38.288	-0.0037	-0.269	-0.914	
11.44	6.67E-4	7.800	98.64	99.25	-0.60	-0.386	-11.742	-5.890	-0.0092	-0.280	-0.141	24.8
11.46	6.99E-4	7.820				-0.624	-11.506	28.471	-0.0149	-0.275	0.680	
11.49	7.31E-4	7.840				-0.847	-10.603	54.978	-0.0202	-0.253	1.313	
11.51	6.95E-4	7.850	98.53	99.25	-0.72							
11.54	6.80E-4	7.860				-1.048	-9.307	76.576	-0.0250	-0.222	1.828	
11.56	7.36E-4	7.880				-1.219	-7.540	97.193	-0.0291	-0.180	2.320	
11.58	7.04E-4	7.900	98.60	99.25	-0.65	-1.349	-5.419	108.974	-0.0322	-0.129	2.602	24.8
11.61	6.84E-4	7.920				-1.436	-3.181	110.938	-0.0343	-0.076	2.648	
11.63	6.78E-4	7.940				-1.477	-0.982	111.919	-0.0352	-0.023	2.672	
11.66	7.10E-4	7.950	98.83	99.25	-0.42							
11.68	6.85E-4	7.960				-1.475	1.296	115.846	-0.0352	0.031	2.766	
11.71	7.03E-4	7.980				-1.425	3.652	112.901	-0.0340	0.087	2.695	
11.73	6.77E-4	8.000	99.04	99.25	-0.20	-1.329	5.812	100.138	-0.0317	0.139	2.391	24.8
11.76	6.99E-4	8.020				-1.192	7.658	86.394	-0.0285	0.183	2.062	
11.78	6.95E-4	8.040				-1.023	9.268	71.668	-0.0244	0.221	1.711	
11.80	6.59E-4	8.050	99.32	99.25	0.07							
11.83	6.75E-4	8.060				-0.822	10.524	48.106	-0.0196	0.251	1.148	
11.85	6.56E-4	8.080				-0.602	11.192	21.598	-0.0144	0.267	0.516	
11.88	6.93E-4	8.100	99.61	99.25	0.36	-0.374	11.388	-4.909	-0.0089	0.272	-0.117	24.8
11.90	6.84E-4	8.120				-0.146	10.996	-39.270	-0.0035	0.262	-0.938	
11.93	6.52E-4	8.140				0.066	9.817	-69.704	0.0016	0.234	-1.664	
11.95	7.20E-4	8.150	99.78	99.25	0.54							
11.98	6.72E-4	8.160				0.247	8.207	-92.284	0.0059	0.196	-2.203	
12.00	6.94E-4	8.180				0.394	6.126	-114.865	0.0094	0.146	-2.742	
12.02	6.76E-4	8.200	99.57	99.25	0.32	0.492	3.613	-128.609	0.0117	0.086	-3.070	24.8
12.05	6.44E-4	8.220				0.539	0.982	-136.463	0.0129	0.023	-3.258	
12.07	7.02E-4	8.240				0.531	-1.846	-142.354	0.0127	-0.044	-3.398	
12.10	6.53E-4	8.250	99.15	99.25	-0.10							
12.12	7.06E-4	8.260				0.465	-4.712	-135.481	0.0111	-0.112	-3.234	
12.15	7.08E-4	8.280				0.342	-7.265	-116.828	0.0082	-0.173	-2.789	
12.17	6.69E-4	8.300	98.86	99.25	-0.39	0.174	-9.386	-90.321	0.0042	-0.224	-2.156	24.8
12.19	7.04E-4	8.320				-0.033	-10.878	-54.978	-7.8750E-4	-0.260	-1.313	
12.22	6.73E-4	8.340				-0.261	-11.585	-22.580	-0.0062	-0.277	-0.539	
12.24	6.78E-4	8.350	98.62	99.25	-0.63							
12.27	6.89E-4	8.360				-0.496	-11.781	6.872	-0.0118	-0.281	0.164	
12.29	6.57E-4	8.380				-0.732	-11.310	41.233	-0.0175	-0.270	0.984	
12.32	6.60E-4	8.400	98.52	99.25	-0.73	-0.949	-10.132	70.686	-0.0226	-0.242	1.688	24.8
12.34	6.26E-4	8.420				-1.137	-8.482	90.321	-0.0271	-0.203	2.156	
12.37	6.50E-4	8.440				-1.288	-6.519	103.084	-0.0307	-0.156	2.461	
12.39	7.72E-4	8.450	98.60	99.25	-0.65							
12.41	7.07E-4	8.460				-1.398	-4.359	111.919	-0.0334	-0.104	2.672	
12.44	6.75E-4	8.480				-1.462	-2.042	113.883	-0.0349	-0.049	2.719	
12.46	6.83E-4	8.500	98.86	99.25	-0.39	-1.480	0.196	111.919	-0.0353	0.005	2.672	24.8
12.49	6.96E-4	8.520				-1.455	2.435	112.901	-0.0347	0.058	2.695	
12.51	6.87E-4	8.540				-1.382	4.712	108.974	-0.0330	0.113	2.602	
12.54	6.87E-4	8.550	99.06	99.25	-0.19							
12.56	7.00E-4	8.560				-1.266	6.794	95.230	-0.0302	0.162	2.273	
12.59	6.87E-4	8.580				-1.111	8.522	76.576	-0.0265	0.203	1.828	
12.61	6.64E-4	8.600	99.35	99.25	0.10	-0.925	9.857	57.923	-0.0221	0.235	1.383	24.8
12.63	6.61E-4	8.620				-0.716	10.839	36.325	-0.0171	0.259	0.867	
12.66	6.63E-4	8.640				-0.492	11.310	8.836	-0.0117	0.270	0.211	
12.68	6.76E-4	8.650	99.62	99.25	0.37							
12.71	6.81E-4	8.660				-0.264	11.192	-22.580	-0.0063	0.267	-0.539	
12.73	6.80E-4	8.680				-0.044	10.407	-52.033	-0.0010	0.248	-1.242	
12.76	6.54E-4	8.700	99.77	99.25	0.52	0.152	9.111	-77.558	0.0036	0.218	-1.852	24.9
12.78	6.66E-4	8.720				0.320	7.304	-103.084	0.0077	0.174	-2.461	
12.81	6.54E-4	8.740				0.445	4.987	-121.737	0.0106	0.119	-2.906	
12.83	6.85E-4	8.750	99.55	99.25	0.30							
12.85	6.82E-4	8.760				0.520	2.435	-131.554	0.0124	0.058	-3.141	
12.88	6.64E-4	8.780				0.542	-0.275	-139.408	0.0129	-0.007	-3.328	
12.90	7.03E-4	8.800	99.13	99.25	-0.12	0.509	-3.142	-141.372	0.0122	-0.075	-3.375	24.8
12.93	6.57E-4	8.820				0.416	-5.930	-128.609	0.0099	-0.142	-3.070	
12.95	6.77E-4	8.840				0.272	-8.286	-104.065	0.0065	-0.198	-2.484	
12.98	6.51E-4	8.850	98.93	99.25	-0.32							
13.00	6.80E-4	8.860				0.085	-10.092	-73.631	0.0020	-0.241	-1.758	
13.02	6.87E-4	8.880				-0.132	-11.231	-41.233	-0.0031	-0.268	-0.984	
13.05	7.04E-4	8.900	98.61	99.25	-0.64	-0.364	-11.742	-9.817	-0.0087	-0.280	-0.234	24.8
13.07	7.23E-4	8.920				-0.602	-11.624	22.580	-0.0144	-0.278	0.539	
13.10	6.08E-4	8.940				-0.829	-10.839	53.014	-0.0198	-0.259	1.266	
13.12	6.34E-4	8.950	98.52	99.25	-0.73							
13.15	6.88E-4	8.960				-1.035	-9.503	78.540	-0.0247	-0.227	1.875	
13.17	6.71E-4	8.980				-1.210	-7.697	98.175	-0.0289	-0.184	2.344	
13.20	6.78E-4	9.000	98.62	99.25	-0.63	-1.343	-5.576	109.956	-0.0321	-0.133	2.625	24.8
13.22	6.67E-4	9.020				-1.433	-3.299	112.901	-0.0342	-0.079	2.695	
13.24	6.57E-4	9.040				-1.475	-1.060	112.901	-0.0352	-0.025	2.695	
13.27	6.41E-4	9.050	98.81	99.25	-0.44							
13.29	6.25E-4	9.060				-1.475	1.217	116.828	-0.0352	0.029	2.789	
13.32	6.33E-4	9.080				-1.426	3.613	113.883	-0.0340	0.086	2.719	
13.34	6.66E-4	9.100	99.08	99.25	-0.17	-1.330	5.773	101.120	-0.0318	0.138	2.414	24.8
13.37	6.52E-4	9.120				-1.195	7.658	87.376	-0.0285	0.183	2.086	
13.39	6.62E-4	9.140				-1.024	9.268	69.704	-0.0244	0.221	1.664	
13.42	6.56E-4	9.150	99.28	99.24	0.04							
13.44	6.49E-4	9.160				-0.825	10.446	47.124	-0.0197	0.249	1.125	
13.46	6.40E-4	9.180				-0.606	11.153	21.598	-0.0145	0.266	0.516	
13.49	6.65E-4	9.200	99.65	99.25	0.40	-0.379	11.310	-6.872	-0.0090	0.270	-0.164	24.8
13.51	6.83E-4	9.220				-0.154	10.878	-36.325	-0.0037	0.260	-0.867	
13.54	6.79E-4	9.240				0.057	9.857	-65.777	0.0014	0.235	-1.570	
13.56	6.44E-4	9.250	99.78	99.25	0.53							
13.59	6.75E-4	9.260				0.240	8.247	-91.303	0.0057	0.197	-2.180	
13.61	6.73E-4	9.280				0.386	6.205	-111.919	0.0092	0.148	-2.672	
13.64	6.24E-4	9.300	99.52	99.25	0.27	0.489	3.770	-126.646	0.0117	0.090	-3.023	24.8
13.66	6.22E-4	9.320				0.537	1.139	-134.500	0.0128	0.027	-3.211	
13.68	6.57E-4	9.340				0.534	-1.610	-140.390	0.0128	-0.038	-3.352	
13.71	6.71E-4	9.350	99.19	99.25	-0.06							
13.73	6.35E-4	9.360				0.473	-4.477	-136.463	0.0113	-0.107	-3.258	
13.76	6.81E-4	9.380				0.355	-7.069	-116.828	0.0085	-0.169	-2.789	
13.78	6.63E-4	9.400	98.91	99.25	-0.34	0.190	-9.150	-89.339	0.0045	-0.218	-2.133	24.8
13.81	6.64E-4	9.420				-0.011	-10.642	-59.887	-2.6250E-4	-0.254	-1.430	
13.83	6.77E-4	9.440				-0.236	-11.545	-28.471	-0.0056	-0.276	-0.680	
13.85	6.33E-4	9.450	98.66	99.25	-0.59							
13.88	6.05E-4	9.460				-0.473	-11.781	4.909	-0.0113	-0.281	0.117	
13.90	6.31E-4	9.480				-0.707	-11.349	37.306	-0.0169	-0.271	0.891	
13.93	6.33E-4	9.500	98.52	99.25	-0.73	-0.927	-10.289	66.759	-0.0221	-0.246	1.594	24.8
13.95	6.28E-4	9.520				-1.118	-8.679	88.357	-0.0267	-0.207	2.109	
13.98	6.15E-4	9.540				-1.274	-6.754	102.102	-0.0304	-0.161	2.438	
14.00	6.74E-4	9.550	98.58	99.25	-0.66							
14.03	6.89E-4	9.560				-1.389	-4.595	110.938	-0.0331	-0.110	2.648	
14.05	6.27E-4	9.580				-1.458	-2.317	113.883	-0.0348	-0.055	2.719	
14.07	6.30E-4	9.600	98.82	99.25	-0.43	-1.481	-0.039	114.865	-0.0354	-9.375E-4	2.742	24.9
14.10	6.34E-4	9.620				-1.459	2.278	115.846	-0.0348	0.054	2.766	
14.12	6.56E-4	9.640				-1.390	4.595	110.938	-0.0332	0.110	2.648	
14.15	6.37E-4	9.650	99.04	99.24	-0.21							
14.17	6.65E-4	9.660				-1.275	6.715	97.193	-0.0304	0.160	2.320	
14.20	6.78E-4	9.680				-1.122	8.482	80.503	-0.0268	0.203	1.922	
14.22	6.67E-4	9.700	99.30	99.25	0.06	-0.936	9.935	60.868	-0.0223	0.237	1.453	24.8
14.25	6.27E-4	9.720				-0.724	10.917	35.343	-0.0173	0.261	0.844	
14.27	6.58E-4	9.740				-0.500	11.349	8.836	-0.0119	0.271	0.211	
14.29	6.59E-4	9.750	99.59	99.25	0.34							
14.32	6.20E-4	9.760				-0.270	11.270	-20.617	-0.0064	0.269	-0.492	
14.34	6.23E-4	9.780				-0.049	10.524	-52.033	-0.0012	0.251	-1.242	
14.37	6.20E-4	9.800	99.78	99.25	0.53	0.151	9.189	-80.503	0.0036	0.219	-1.922	24.9
14.39	6.50E-4	9.820				0.319	7.304	-105.047	0.0076	0.174	-2.508	
14.42	6.17E-4	9.840				0.443	4.987	-120.755	0.0106	0.119	-2.883	
14.44	6.24E-4	9.850	99.49	99.24	0.24							
14.47	6.19E-4	9.860				0.518	2.474	-129.591	0.0124	0.059	-3.094	
14.49	6.15E-4	9.880				0.542	-0.196	-137.445	0.0129	-0.005	-3.281	
14.51	6.52E-4	9.900	99.16	99.24	-0.09	0.511	-3.024	-140.390	0.0122	-0.072	-3.352	24.9
14.54	6.53E-4	9.920				0.421	-5.812	-127.627	0.0101	-0.139	-3.047	
14.56	6.43E-4	9.940				0.278	-8.129	-102.102	0.0066	-0.194	-2.438	
14.59	6.23E-4	9.950	98.89	99.25	-0.36							
14.61	6.49E-4	9.960				0.096	-9.896	-75.595	0.0023	-0.236	-1.805	
14.64	6.28E-4	9.980				-0.118	-11.153	-45.160	-0.0028	-0.266	-1.078	
14.66	6.09E-4	10.000	98.64	99.25	-0.61	-0.350	-11.702	-10.799	-0.0084	-0.279	-0.258	24.8
14.69	6.32E-4	10.020				-0.586	-11.585	22.580	-0.0140	-0.277	0.539	
14.71	6.27E-4	10.040				-0.814	-10.799	52.033	-0.0194	-0.258	1.242	
14.73	6.45E-4	10.050	98.53	99.25	-0.72							
14.76	6.54E-4	10.060				-1.018	-9.503	74.613	-0.0243	-0.227	1.781	
14.78	6.13E-4	10.080				-1.194	-7.815	92.284	-0.0285	-0.187	2.203	
14.81	6.54E-4	10.100	98.60	99.25	-0.65	-1.330	-5.812	106.029	-0.0318	-0.139	2.531	24.9
14.83	6.26E-4	10.120				-1.426	-3.574	112.901	-0.0340	-0.085	2.695	
14.86	6.41E-4	10.140				-1.473	-1.296	113.883	-0.0352	-0.031	2.719	
14.88	5.93E-4	10.150	98.84	99.25	-0.42							
14.90	6.29E-4	10.160				-1.478	0.982	116.828	-0.0353	0.023	2.789	
14.93	6.43E-4	10.180				-1.434	3.377	114.865	-0.0342	0.081	2.742	
14.95	6.38E-4	10.200	99.05	99.25	-0.20	-1.343	5.576	103.084	-0.0321	0.133	2.461	24.8
14.98	6.32E-4	10.220				-1.211	7.501	89.339	-0.0289	0.179	2.133	
15.00	6.12E-4	10.240				-1.043	9.150	71.668	-0.0249	0.218	1.711	
15.03	5.65E-4	10.250	99.33	99.25	0.08							
15.05	5.74E-4	10.260				-0.845	10.367	50.069	-0.0202	0.248	1.195	
15.08	6.37E-4	10.280				-0.628	11.153	26.507	-0.0150	0.266	0.633	
15.10	6.08E-4	10.300	99.62	99.25	0.37	-0.399	11.428	-2.945	-0.0095	0.273	-0.070	24.9
15.12	6.39E-4	10.320				-0.171	11.035	-35.343	-0.0041	0.263	-0.844	
15.15	6.41E-4	10.340				0.042	10.014	-63.814	0.0010	0.239	-1.523	
15.17	5.94E-4	10.350	99.79	99.25	0.54							
15.20	6.26E-4	10.360				0.229	8.482	-90.321	0.0055	0.203	-2.156	
15.22	6.09E-4	10.380				0.382	6.401	-115.846	0.0091	0.153	-2.766	
15.25	6.02E-4	10.400	99.57	99.25	0.32	0.485	3.848	-129.591	0.0116	0.092	-3.094	24.9
15.27	6.08E-4	10.420				0.536	1.217	-134.500	0.0128	0.029	-3.211	
15.30	5.87E-4	10.440				0.534	-1.532	-141.372	0.0128	-0.037	-3.375	
15.32	5.91E-4	10.450	99.14	99.25	-0.11							
15.34	5.78E-4	10.460				0.474	-4.438	-138.427	0.0113	-0.106	-3.305	
15.37	5.78E-4	10.480				0.357	-7.069	-117.810	0.0085	-0.169	-2.813	
15.39	5.69E-4	10.500	98.94	99.25	-0.31	0.192	-9.150	-89.339	0.0046	-0.218	-2.133	24.9
15.42	4.97E-4	10.520				-0.009	-10.642	-57.923	-2.2500E-4	-0.254	-1.383	
15.44	4.19E-4	10.540				-0.234	-11.467	-26.507	-0.0056	-0.274	-0.633	
15.47	3.37E-4	10.550	98.63	99.24	-0.62							
15.49	0.00	10.560				-0.468	-11.702	3.927	-0.0112	-0.279	0.094	
15.52	7.41E-4	10.580				-0.702	-11.310	36.325	-0.0168	-0.270	0.867	
15.54	7.15E-4	10.600	98.52	99.25	-0.72	-0.920	-10.249	65.777	-0.0220	-0.245	1.570	24.8
