Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
6,850	9,681	18,897	-114,197	0,2311	0,451	-2,726	6,850	-9,191	-27,520	115,768	-0,2194	-0,657	2,764	6,850	7,716	29,515	-93,777	0,1842	0,705	-2,239	6,850	-3,647	38,532	38,327	-0,0871	0,920	0,915	6,850	12,730	-9,488	-143,100	0,3039	-0,227	-3,416	6,850	-11,589	12,221	133,361	-0,2767	0,292	3,184	6,850	-8,237	29,861	93,620	-0,1966	0,713	2,235	6,850	-10,191	-23,656	125,035	-0,2433	-0,565	2,985	6,850	9,932	-19,965	-109,799	0,2371	-0,477	-2,621	6,850	10,499	-26,751	-114,511	0,2506	-0,639	-2,734	6,850	12,378	2,717	-140,901	0,2955	0,065	-3,364	6,850	-10,773	-12,174	134,146	-0,2572	-0,291	3,202	6,850	8,049	25,117	-96,290	0,1922	0,600	-2,299	6,850	8,008	25,007	-95,033	0,1912	0,597	-2,269	6,850	8,911	-29,939	-96,133	0,2127	-0,715	-2,295	6,850	-11,613	-3,157	140,586	-0,2772	-0,075	3,356	6,850	-2,832	37,856	27,175	-0,0676	0,904	0,649	6,850	-11,030	-13,477	137,445	-0,2633	-0,322	3,281	6,850	-4,639	36,144	51,522	-0,1107	0,863	1,230	6,850	9,888	28,117	-114,982	0,2361	0,671	-2,745
6,900	10,484	12,990	-121,894	0,2503	0,310	-2,910	6,900	-10,421	-21,347	129,591	-0,2488	-0,510	3,094	6,900	9,073	24,426	-107,600	0,2166	0,583	-2,569	6,900	-1,674	39,930	16,022	-0,0400	0,953	0,383	6,900	12,075	-16,478	-134,617	0,2883	-0,393	-3,214	6,900	-10,812	18,661	122,993	-0,2581	0,446	2,936	6,900	-6,624	34,086	72,571	-0,1581	0,814	1,733	6,900	-11,217	-17,075	137,288	-0,2678	-0,408	3,278	6,900	8,796	-25,196	-97,861	0,2100	-0,602	-2,336	6,900	9,020	-32,139	-99,274	0,2153	-0,767	-2,370	6,900	12,335	-4,304	-138,073	0,2945	-0,103	-3,296	6,900	-11,212	-5,309	137,445	-0,2677	-0,127	3,281	6,900	9,184	19,981	-108,542	0,2193	0,477	-2,591	6,900	9,140	19,949	-106,971	0,2182	0,476	-2,554	6,900	7,295	-34,322	-79,011	0,1742	-0,819	-1,886	6,900	-11,592	3,833	136,816	-0,2768	0,092	3,266	6,900	-0,906	38,610	3,299	-0,0216	0,922	0,079	6,900	-11,531	-6,440	141,843	-0,2753	-0,154	3,386	6,900	-2,766	38,233	28,746	-0,0660	0,913	0,686	6,900	11,148	21,944	-129,591	0,2661	0,524	-3,094
6,950	10,980	6,707	-126,920	0,2621	0,160	-3,030	6,950	-11,325	-14,561	140,586	-0,2704	-0,348	3,356	6,950	10,158	18,755	-118,281	0,2425	0,448	-2,824	6,950	0,346	40,134	-9,268	0,0083	0,958	-0,221	6,950	11,082	-22,949	-122,679	0,2646	-0,548	-2,929	6,950	-9,723	24,520	110,427	-0,2321	0,585	2,636	6,950	-4,829	37,118	50,266	-0,1153	0,886	1,200	6,950	-11,899	-9,927	146,084	-0,2841	-0,237	3,488	6,950	7,413	-29,751	-82,310	0,1770	-0,710	-1,965	6,950	7,285	-36,678	-79,325	0,1739	-0,876	-1,894	6,950	11,947	-11,090	-132,261	0,2852	-0,265	-3,158	6,950	-11,303	1,571	135,246	-0,2699	0,038	3,229	6,950	10,047	14,263	-118,281	0,2399	0,341	-2,824	6,950	10,003	14,310	-116,710	0,2388	0,342	-2,786	6,950	5,479	-37,841	-59,219	0,1308	-0,903	-1,414	6,950	-11,230	10,524	130,219	-0,2681	0,251	3,109	6,950	1,029	38,186	-19,007	0,0246	0,912	-0,454	6,950	-11,674	0,707	140,743	-0,2787	0,017	3,360	6,950	-0,815	39,019	3,456	-0,0195	0,932	0,082	6,950	12,083	15,158	-139,644	0,2884	0,362	-3,334
7,000	11,154	0,298	-127,078	0,2663	0,007	-3,034	7,000	-11,877	-7,289	147,027	-0,2835	-0,174	3,510	7,000	10,948	12,598	-126,920	0,2614	0,301	-3,030	7,000	2,339	39,003	-32,673	0,0558	0,931	-0,780	7,000	9,780	-28,746	-108,385	0,2335	-0,686	-2,587	7,000	-8,360	29,704	95,190	-0,1996	0,709	2,272	7,000	-2,912	39,113	29,374	-0,0695	0,934	0,701	7,000	-12,210	-2,466	148,126	-0,2915	-0,059	3,536	7,000	5,821	-33,427	-63,303	0,1390	-0,798	-1,511	7,000	5,352	-40,071	-56,077	0,1278	-0,957	-1,339	7,000	11,226	-17,530	-123,465	0,2680	-0,419	-2,947	7,000	-11,055	8,215	129,591	-0,2639	0,196	3,094	7,000	10,611	8,152	-124,093	0,2533	0,195	-2,962	7,000	10,571	8,278	-122,522	0,2524	0,198	-2,925	7,000	3,511	-40,244	-35,657	0,0838	-0,961	-0,851	7,000	-10,540	16,855	121,580	-0,2516	0,402	2,902	7,000	2,912	36,710	-39,427	0,0695	0,876	-0,941	7,000	-11,461	7,634	135,089	-0,2736	0,182	3,225	7,000	1,136	38,579	-18,064	0,0271	0,921	-0,431	7,000	12,664	7,980	-144,670	0,3023	0,190	-3,454
7,050	11,010	-6,000	-123,622	0,2628	-0,143	-2,951	7,050	-12,054	0,141	146,870	-0,2878	0,003	3,506	7,050	11,418	6,063	-131,790	0,2726	0,145	-3,146	7,050	4,246	36,867	-52,779	0,1014	0,880	-1,260	7,050	8,207	-33,788	-91,735	0,1959	-0,807	-2,190	7,050	-6,753	34,039	74,927	-0,1612	0,813	1,789	7,050	-0,917	40,055	5,341	-0,0219	0,956	0,128	7,050	-12,145	4,885	143,885	-0,2900	0,117	3,435	7,050	4,070	-36,081	-43,197	0,0972	-0,861	-1,031	7,050	3,278	-42,286	-33,301	0,0783	-1,009	-0,795	7,050	10,194	-23,436	-110,741	0,2434	-0,559	-2,644	7,050	-10,482	14,530	121,423	-0,2502	0,347	2,899	7,050	10,862	1,854	-124,878	0,2593	0,044	-2,981	7,050	10,831	2,058	-123,779	0,2586	0,049	-2,955	7,050	1,455	-41,406	-12,252	0,0347	-0,988	-0,293	7,050	-9,544	22,682	109,328	-0,2279	0,541	2,610	7,050	4,700	34,243	-60,004	0,1122	0,817	-1,432	7,050	-10,911	14,216	127,392	-0,2605	0,339	3,041	7,050	3,043	37,212	-38,013	0,0726	0,888	-0,907	7,050	12,881	0,691	-144,670	0,3075	0,016	-3,454
7,100	10,554	-12,064	-117,339	0,2520	-0,288	-2,801	7,100	-11,863	7,398	141,529	-0,2832	0,177	3,379	7,100	11,555	-0,581	-131,476	0,2759	-0,014	-3,139	7,100	6,026	33,725	-73,199	0,1439	0,805	-1,747	7,100	6,401	-37,919	-70,529	0,1528	-0,905	-1,684	7,100	-4,956	37,196	51,993	-0,1183	0,888	1,241	7,100	1,093	39,647	-19,949	0,0261	0,947	-0,476	7,100	-11,721	11,922	136,188	-0,2798	0,285	3,251	7,100	2,213	-37,746	-23,091	0,0528	-0,901	-0,551	7,100	1,123	-43,401	-9,111	0,0268	-1,036	-0,218	7,100	8,883	-28,604	-95,347	0,2121	-0,683	-2,276	7,100	-9,602	20,358	110,427	-0,2292	0,486	2,636	7,100	10,796	-4,335	-121,580	0,2577	-0,104	-2,903	7,100	10,777	-4,100	-120,794	0,2573	-0,098	-2,884	7,100	-0,630	-41,469	11,310	-0,0150	-0,990	0,270	7,100	-8,272	27,787	92,834	-0,1975	0,663	2,216	7,100	6,337	30,709	-78,697	0,1513	0,733	-1,879	7,100	-10,039	20,373	116,710	-0,2397	0,486	2,786	7,100	4,857	34,777	-59,533	0,1160	0,830	-1,421	7,100	12,733	-6,487	-141,215	0,3040	-0,155	-3,371
7,150	9,803	-17,734	-109,013	0,2340	-0,423	-2,603	7,150	-11,314	14,294	132,575	-0,2701	0,341	3,165	7,150	11,360	-7,084	-127,392	0,2712	-0,169	-3,041	7,150	7,618	29,547	-91,735	0,1819	0,705	-2,190	7,150	4,416	-40,841	-47,124	0,1054	-0,975	-1,125	7,150	-3,033	39,239	30,316	-0,0724	0,937	0,724	7,150	3,047	38,060	-41,312	0,0728	0,909	-0,986	7,150	-10,953	18,504	125,193	-0,2615	0,442	2,989	7,150	0,295	-38,390	-0,157	0,0070	-0,917	-0,004	7,150	-1,062	-43,197	17,907	-0,0254	-1,031	0,428	7,150	7,334	-32,971	-79,168	0,1751	-0,787	-1,890	7,150	-8,446	25,573	96,133	-0,2016	0,611	2,295	7,150	10,429	-10,304	-116,082	0,2490	-0,246	-2,771	7,150	10,421	-10,022	-115,139	0,2488	-0,239	-2,749	7,150	-2,692	-40,275	37,385	-0,0643	-0,962	0,893	7,150	-6,765	31,966	73,985	-0,1615	0,763	1,766	7,150	7,771	26,374	-93,148	0,1855	0,630	-2,224	7,150	-8,873	25,887	101,945	-0,2118	0,618	2,434	7,150	6,520	31,259	-78,697	0,1557	0,746	-1,879	7,150	12,232	-13,430	-134,774	0,2920	-0,321	-3,218
7,200	8,781	-22,965	-98,175	0,2096	-0,548	-2,344	7,200	-10,433	20,656	121,108	-0,2491	0,493	2,891	7,200	10,846	-13,320	-120,480	0,2589	-0,318	-2,876	7,200	8,980	24,552	-105,872	0,2144	0,586	-2,528	7,200	2,317	-42,631	-24,662	0,0553	-1,018	-0,589	7,200	-1,032	40,228	6,912	-0,0246	0,960	0,165	7,200	4,899	35,516	-61,261	0,1170	0,848	-1,463	7,200	-9,871	24,442	111,998	-0,2357	0,584	2,674	7,200	-1,626	-37,762	23,876	-0,0388	-0,902	0,570	7,200	-3,197	-41,610	42,883	-0,0763	-0,993	1,024	7,200	5,586	-36,521	-60,162	0,1333	-0,872	-1,436	7,200	-7,045	29,971	78,069	-0,1682	0,716	1,864	7,200	9,766	-15,944	-107,757	0,2331	-0,381	-2,572	7,200	9,775	-15,614	-106,971	0,2334	-0,373	-2,554	7,200	-4,657	-37,731	61,104	-0,1112	-0,901	1,459	7,200	-5,075	35,186	54,978	-0,1212	0,840	1,312	7,200	8,974	21,394	-105,715	0,2142	0,511	-2,524	7,200	-7,450	30,568	83,724	-0,1779	0,730	1,999	7,200	7,983	26,908	-93,620	0,1906	0,642	-2,235	7,200	11,390	-19,965	-124,721	0,2719	-0,477	-2,977
7,250	7,507	-27,552	-83,252	0,1792	-0,658	-1,987	7,250	-9,249	26,405	107,600	-0,2208	0,630	2,569	7,250	10,028	-19,132	-110,898	0,2394	-0,457	-2,647	7,250	10,074	18,960	-116,710	0,2405	0,453	-2,786	7,250	0,152	-43,307	0,785	0,0036	-1,034	0,019	7,250	0,990	39,930	-18,064	0,0236	0,953	-0,431	7,250	6,599	31,934	-81,210	0,1575	0,762	-1,939	7,250	-8,509	29,704	96,918	-0,2031	0,709	2,314	7,250	-3,481	-36,003	44,611	-0,0831	-0,860	1,065	7,250	-5,223	-38,909	66,131	-0,1247	-0,929	1,579	7,250	3,682	-38,987	-36,914	0,0879	-0,931	-0,881	7,250	-5,449	33,379	59,219	-0,1301	0,797	1,414	7,250	8,834	-21,080	-96,604	0,2109	-0,503	-2,306	7,250	8,859	-20,719	-95,976	0,2115	-0,495	-2,291	7,250	-6,465	-34,165	81,053	-0,1543	-0,816	1,935	7,250	-3,247	37,464	32,673	-0,0775	0,894	0,780	7,250	9,910	15,802	-116,239	0,2366	0,377	-2,775	7,250	-5,817	34,259	63,931	-0,1389	0,818	1,526	7,250	9,211	21,897	-106,186	0,2199	0,523	-2,535	7,250	10,235	-25,902	-110,741	0,2443	-0,618	-2,644
7,300	6,026	-31,290	-65,345	0,1438	-0,747	-1,560	7,300	-7,793	31,416	90,321	-0,1860	0,750	2,156	7,300	8,933	-24,410	-99,274	0,2133	-0,583	-2,370	7,300	10,876	12,881	-125,507	0,2597	0,307	-2,996	7,300	-2,014	-42,553	27,960	-0,0481	-1,016	0,667	7,300	2,961	38,422	-40,212	0,0707	0,917	-0,960	7,300	8,093	27,395	-98,175	0,1932	0,654	-2,344	7,300	-6,901	34,133	76,812	-0,1647	0,815	1,834	7,300	-5,226	-33,301	64,560	-0,1248	-0,795	1,541	7,300	-7,087	-34,997	90,007	-0,1692	-0,835	2,149	7,300	1,687	-40,212	-13,980	0,0403	-0,960	-0,334	7,300	-3,707	35,893	39,270	-0,0885	0,857	0,937	7,300	7,658	-25,604	-83,566	0,1828	-0,611	-1,995	7,300	7,703	-25,211	-83,409	0,1839	-0,602	-1,991	7,300	-8,074	-29,625	100,688	-0,1927	-0,707	2,404	7,300	-1,329	38,453	7,069	-0,0317	0,918	0,169	7,300	10,554	9,770	-123,308	0,2520	0,233	-2,944	7,300	-4,024	36,961	43,197	-0,0961	0,882	1,031	7,300	10,172	16,289	-117,181	0,2429	0,389	-2,797	7,300	8,800	-31,039	-94,248	0,2101	-0,741	-2,250
7,350	4,378	-34,086	-46,496	0,1045	-0,814	-1,110	7,350	-6,107	35,437	68,173	-0,1458	0,846	1,628	7,350	7,587	-29,060	-84,823	0,1811	-0,694	-2,025	7,350	11,362	6,409	-130,533	0,2712	0,153	-3,116	7,350	-4,103	-40,511	51,836	-0,0980	-0,967	1,237	7,350	4,832	35,908	-60,162	0,1153	0,857	-1,436	7,350	9,338	22,117	-110,898	0,2229	0,528	-2,647	7,350	-5,096	37,385	53,564	-0,1217	0,892	1,279	7,350	-6,811	-29,547	84,980	-0,1626	-0,705	2,029	7,350	-8,723	-29,908	110,270	-0,2082	-0,714	2,632	7,350	-0,339	-40,385	8,325	-0,0081	-0,964	0,199	7,350	-1,860	37,306	15,708	-0,0444	0,891	0,375	7,350	6,274	-29,437	-68,958	0,1498	-0,703	-1,646	7,350	6,338	-29,060	-68,958	0,1513	-0,694	-1,646	7,350	-9,428	-24,096	118,124	-0,2251	-0,575	2,820	7,350	0,598	38,170	-14,608	0,0143	0,911	-0,349	7,350	10,887	3,471	-125,664	0,2599	0,083	-3,000	7,350	-2,121	38,579	19,635	-0,0506	0,921	0,469	7,350	10,840	10,179	-124,721	0,2588	0,243	-2,977	7,350	7,131	-35,327	-76,812	0,1702	-0,843	-1,834
7,400	2,617	-35,940	-27,803	0,0625	-0,858	-0,664	7,400	-4,249	38,233	45,239	-0,1014	0,913	1,080	7,400	6,027	-32,892	-66,131	0,1439	-0,785	-1,579	7,400	11,517	-0,173	-130,533	0,2750	-0,004	-3,116	7,400	-6,065	-37,369	74,927	-0,1448	-0,892	1,789	7,400	6,552	32,406	-80,111	0,1564	0,774	-1,912	7,400	10,304	16,305	-120,480	0,2460	0,389	-2,876	7,400	-3,162	39,490	31,730	-0,0755	0,943	0,758	7,400	-8,181	-24,803	102,259	-0,1953	-0,592	2,441	7,400	-10,078	-23,970	125,350	-0,2406	-0,572	2,993	7,400	-2,351	-39,380	33,301	-0,0561	-0,940	0,795	7,400	0,024	37,464	-7,069	5,6250E-4	0,894	-0,169	7,400	4,714	-32,500	-51,208	0,1125	-0,776	-1,223	7,400	4,797	-32,107	-51,051	0,1145	-0,767	-1,219	7,400	-10,484	-17,813	130,847	-0,2503	-0,425	3,124	7,400	2,488	36,992	-33,615	0,0594	0,883	-0,803	7,400	10,901	-2,796	-123,308	0,2603	-0,067	-2,944	7,400	-0,167	38,924	-4,241	-0,0040	0,929	-0,101	7,400	11,190	3,817	-126,763	0,2672	0,091	-3,026	7,400	5,267	-38,720	-55,920	0,1257	-0,924	-1,335
7,450	0,784	-36,867	-6,754	0,0187	-0,880	-0,161	7,450	-2,284	39,961	23,562	-0,0545	0,954	0,562	7,450	4,298	-35,673	-45,553	0,1026	-0,852	-1,087	7,450	11,344	-6,644	-126,920	0,2708	-0,159	-3,030	7,450	-7,840	-33,018	97,704	-0,1872	-0,788	2,333	7,450	8,072	27,897	-98,332	0,1927	0,666	-2,348	7,450	10,969	10,069	-127,549	0,2619	0,240	-3,045	7,450	-1,147	40,558	8,482	-0,0274	0,968	0,202	7,450	-9,291	-19,321	114,982	-0,2218	-0,461	2,745	7,450	-11,120	-17,373	137,602	-0,2655	-0,415	3,285	7,450	-4,277	-37,055	56,863	-0,1021	-0,885	1,358	7,450	1,887	36,600	-26,861	0,0450	0,874	-0,641	7,450	3,024	-34,558	-30,631	0,0722	-0,825	-0,731	7,450	3,127	-34,165	-30,788	0,0747	-0,816	-0,735	7,450	-11,209	-11,011	138,544	-0,2676	-0,263	3,308	7,450	4,298	34,809	-54,821	0,1026	0,831	-1,309	7,450	10,608	-8,859	-118,124	0,2532	-0,212	-2,820	7,450	1,772	38,155	-25,133	0,0423	0,911	-0,600	7,450	11,222	-2,498	-124,564	0,2679	-0,060	-2,974	7,450	3,259	-40,919	-31,887	0,0778	-0,977	-0,761
7,500	-1,070	-36,615	16,965	-0,0255	-0,874	0,405	7,500	-0,253	40,589	-1,257	-0,0060	0,969	-0,030	7,500	2,460	-37,448	-25,918	0,0587	-0,894	-0,619	7,500	10,853	-12,865	-120,009	0,2591	-0,307	-2,865	7,500	-9,367	-27,599	116,082	-0,2236	-0,659	2,771	7,500	9,342	22,572	-111,527	0,2230	0,539	-2,663	7,500	11,311	3,550	-130,847	0,2700	0,085	-3,124	7,500	0,894	40,338	-17,122	0,0213	0,963	-0,409	7,500	-10,113	-13,305	123,936	-0,2414	-0,318	2,959	7,500	-11,816	-10,210	146,398	-0,2821	-0,244	3,495	7,500	-6,057	-33,694	76,812	-0,1446	-0,804	1,834	7,500	3,684	34,777	-46,967	0,0879	0,830	-1,121	7,500	1,258	-35,563	-10,839	0,0300	-0,849	-0,259	7,500	1,381	-35,186	-11,153	0,0330	-0,840	-0,266	7,500	-11,585	-3,958	140,429	-0,2766	-0,094	3,352	7,500	5,969	31,510	-74,770	0,1425	0,752	-1,785	7,500	10,015	-14,608	-110,584	0,2391	-0,349	-2,640	7,500	3,649	36,411	-46,181	0,0871	0,869	-1,103	7,500	10,941	-8,639	-120,009	0,2612	-0,206	-2,865	7,500	1,175	-41,909	-8,482	0,0280	-1,001	-0,202
7,550	-2,878	-35,170	38,170	-0,0687	-0,840	0,911	7,550	1,775	39,835	-26,075	0,0424	0,951	-0,622	7,550	0,553	-38,265	-3,927	0,0132	-0,913	-0,094	7,550	10,058	-18,645	-110,741	0,2401	-0,445	-2,644	7,550	-10,600	-21,410	130,062	-0,2530	-0,511	3,105	7,550	10,330	16,745	-120,794	0,2466	0,400	-2,884	7,550	11,324	-3,016	-129,277	0,2703	-0,072	-3,086	7,550	2,887	38,846	-39,741	0,0689	0,927	-0,949	7,550	-10,622	-6,927	129,277	-0,2536	-0,165	3,086	7,550	-12,141	-2,733	149,226	-0,2898	-0,065	3,562	7,550	-7,647	-29,374	95,819	-0,1826	-0,701	2,287	7,550	5,364	31,903	-67,073	0,1281	0,762	-1,601	7,550	-0,533	-35,641	9,111	-0,0127	-0,851	0,218	7,550	-0,391	-35,280	8,325	-0,0093	-0,842	0,199	7,550	-11,605	3,032	137,445	-0,2770	0,072	3,281	7,550	7,449	27,332	-90,007	0,1778	0,652	-2,149	7,550	9,147	-19,918	-100,217	0,2184	-0,475	-2,393	7,550	5,413	33,537	-67,387	0,1292	0,801	-1,609	7,550	10,358	-14,498	-112,626	0,2473	-0,346	-2,689	7,550	-0,931	-41,768	16,022	-0,0222	-0,997	0,383
7,600	-4,587	-32,798	56,863	-0,1095	-0,783	1,357	7,600	3,731	37,982	-46,810	0,0891	0,907	-1,117	7,600	-1,367	-37,841	20,420	-0,0326	-0,903	0,487	7,600	8,988	-23,939	-99,746	0,2146	-0,571	-2,381	7,600	-11,508	-14,593	141,529	-0,2747	-0,348	3,379	7,600	11,016	10,493	-127,863	0,2630	0,251	-3,052	7,600	11,010	-9,378	-123,779	0,2628	-0,224	-2,955	7,600	4,778	36,364	-59,533	0,1141	0,868	-1,421	7,600	-10,806	-0,377	129,905	-0,2580	-0,009	3,101	7,600	-12,089	4,712	146,084	-0,2886	0,113	3,488	7,600	-8,994	-24,112	113,097	-0,2147	-0,576	2,700	7,600	6,874	28,070	-83,566	0,1641	0,670	-1,995	7,600	-2,306	-34,652	31,730	-0,0550	-0,827	0,757	7,600	-2,147	-34,353	30,473	-0,0513	-0,820	0,727	7,600	-11,281	9,786	131,476	-0,2693	0,234	3,139	7,600	8,702	22,510	-102,573	0,2077	0,537	-2,449	7,600	8,024	-24,630	-87,336	0,1916	-0,588	-2,085	7,600	7,003	29,672	-84,509	0,1672	0,708	-2,017	7,600	9,491	-19,902	-101,945	0,2266	-0,475	-2,434	7,600	-3,002	-40,307	42,097	-0,0717	-0,962	1,005
7,650	-6,158	-29,484	76,184	-0,1470	-0,704	1,819	7,650	5,573	35,154	-67,387	0,1330	0,839	-1,609	7,650	-3,231	-36,223	42,097	-0,0771	-0,865	1,005	7,650	7,664	-28,620	-85,137	0,1830	-0,683	-2,033	7,650	-12,059	-7,257	148,597	-0,2879	-0,173	3,548	7,650	11,379	3,958	-131,162	0,2716	0,095	-3,131	7,650	10,386	-15,394	-115,925	0,2480	-0,368	-2,768	7,650	6,524	32,892	-79,954	0,1557	0,785	-1,909	7,650	-10,659	6,063	125,821	-0,2545	0,145	3,004	7,650	-11,669	11,875	138,544	-0,2786	0,284	3,308	7,650	-10,058	-18,064	126,292	-0,2401	-0,431	3,015	7,650	8,171	23,546	-96,447	0,1951	0,562	-2,302	7,650	-3,998	-32,468	52,622	-0,0954	-0,775	1,256	7,650	-3,826	-32,233	51,522	-0,0913	-0,770	1,230	7,650	-10,626	16,179	122,836	-0,2537	0,386	2,933	7,650	9,700	17,075	-113,883	0,2316	0,408	-2,719	7,650	6,684	-28,651	-73,199	0,1596	-0,684	-1,748	7,650	8,380	25,086	-98,332	0,2001	0,599	-2,348	7,650	8,368	-24,693	-89,221	0,1998	-0,590	-2,130	7,650	-4,962	-37,558	65,031	-0,1185	-0,897	1,552
7,700	-7,535	-25,180	94,091	-0,1799	-0,601	2,246	7,700	7,246	31,243	-87,336	0,1730	0,746	-2,085	7,700	-4,989	-33,631	61,732	-0,1191	-0,803	1,474	7,700	6,126	-32,453	-66,445	0,1463	-0,775	-1,586	7,700	-12,233	0,267	147,969	-0,2921	0,006	3,533	7,700	11,412	-2,623	-129,905	0,2724	-0,063	-3,101	7,700	9,470	-20,970	-105,872	0,2261	-0,501	-2,527	7,700	8,068	28,369	-98,489	0,1926	0,677	-2,351	7,700	-10,199	12,205	118,909	-0,2435	0,291	2,839	7,700	-10,901	18,567	127,392	-0,2603	0,443	3,041	7,700	-10,801	-11,483	134,460	-0,2579	-0,274	3,210	7,700	9,228	18,425	-107,757	0,2203	0,440	-2,573	7,700	-5,553	-29,390	69,429	-0,1326	-0,702	1,658	7,700	-5,371	-29,201	68,487	-0,1282	-0,697	1,635	7,700	-9,664	22,070	110,898	-0,2307	0,527	2,647	7,700	10,410	11,121	-121,737	0,2485	0,266	-2,906	7,700	5,158	-31,950	-56,392	0,1232	-0,763	-1,346	7,700	9,511	19,839	-110,584	0,2271	0,474	-2,640	7,700	7,021	-28,824	-75,241	0,1676	-0,688	-1,796	7,700	-6,758	-33,804	85,294	-0,1613	-0,807	2,036
7,750	-8,676	-20,075	107,914	-0,2071	-0,479	2,576	7,750	8,698	26,421	-102,887	0,2076	0,631	-2,456	7,750	-6,594	-30,049	81,681	-0,1574	-0,717	1,950	7,750	4,419	-35,264	-46,339	0,1055	-0,842	-1,106	7,750	-12,032	7,540	140,901	-0,2873	0,180	3,364	7,750	11,117	-9,032	-124,564	0,2654	-0,216	-2,974	7,750	8,289	-25,981	-93,148	0,1979	-0,620	-2,224	7,750	9,360	23,044	-111,841	0,2235	0,550	-2,670	7,750	-9,439	17,954	109,328	-0,2253	0,429	2,610	7,750	-9,813	24,614	114,040	-0,2343	0,588	2,722	7,750	-11,206	-4,618	136,974	-0,2675	-0,110	3,270	7,750	10,014	12,771	-116,553	0,2391	0,305	-2,783	7,750	-6,937	-25,525	85,608	-0,1656	-0,609	2,044	7,750	-6,747	-25,384	84,352	-0,1611	-0,606	2,014	7,750	-8,419	27,269	94,876	-0,2010	0,651	2,265	7,750	10,812	4,901	-124,878	0,2581	0,117	-2,981	7,750	3,489	-34,291	-35,971	0,0833	-0,819	-0,859	7,750	10,364	14,027	-120,323	0,2474	0,335	-2,873	7,750	5,485	-32,217	-58,120	0,1310	-0,769	-1,387	7,750	-8,343	-29,028	105,401	-0,1992	-0,693	2,516
