Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14
7,200;-0,572;0,864;2,199;-0,0137;0,021;0,052;7,200;-0,584;-0,047;8,011;-0,0140;-0,001;0,191;7,200;-0,014;0,063;-1,885;-3,3750E-4;0,002;-0,045;7,200;-0,050;0,456;-2,356;-0,0012;0,011;-0,056;7,200;-0,149;0,833;-1,885;-0,0036;0,020;-0,045;7,200;-0,357;0,974;1,257;-0,0085;0,023;0,030;7,200;-0,171;0,770;-1,571;-0,0041;0,018;-0,038;7,200;-0,297;0,958;0,314;-0,0071;0,023;0,007;7,200;-0,178;-2,340;7,854;-0,0042;-0,056;0,188;7,200;0,028;0,518;-2,827;6,7500E-4;0,012;-0,068;7,200;-0,273;1,162;-0,628;-0,0065;0,028;-0,015;7,200;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,200;-0,027;0,581;-2,670;-6,3750E-4;0,014;-0,064;7,200;-0,009;0,456;-3,299;-2,2500E-4;0,011;-0,079
7,250;-0,526;0,958;1,571;-0,0126;0,023;0,037;7,250;-0,576;0,283;5,655;-0,0138;0,007;0,135;7,250;-0,014;0,000;-0,628;-3,3750E-4;0,000;-0,015;7,250;-0,030;0,330;-2,670;-7,1250E-4;0,008;-0,064;7,250;-0,110;0,738;-2,042;-0,0026;0,018;-0,049;7,250;-0,306;1,005;0,314;-0,0073;0,024;0,007;7,250;-0,135;0,691;-1,571;-0,0032;0,017;-0,038;7,250;-0,248;0,958;-0,471;-0,0059;0,023;-0,011;7,250;-0,284;-1,932;8,482;-0,0068;-0,046;0,203;7,250;0,050;0,377;-2,827;0,0012;0,009;-0,068;7,250;-0,215;1,115;-1,414;-0,0051;0,027;-0,034;7,250;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,250;-0,002;0,440;-2,670;-3,7500E-5;0,010;-0,064;7,250;0,009;0,283;-3,299;2,2500E-4;0,007;-0,079
7,300;-0,476;1,021;0,628;-0,0114;0,024;0,015;7,300;-0,556;0,518;4,398;-0,0133;0,012;0,105;7,300;-0,014;0,000;-0,157;-3,3750E-4;0,000;-0,004;7,300;-0,017;0,188;-2,513;-4,1250E-4;0,004;-0,060;7,300;-0,075;0,628;-2,356;-0,0018;0,015;-0,056;7,300;-0,256;1,005;-0,314;-0,0061;0,024;-0,008;7,300;-0,102;0,613;-1,885;-0,0024;0,015;-0,045;7,300;-0,201;0,911;-0,942;-0,0048;0,022;-0,023;7,300;-0,371;-1,492;9,268;-0,0089;-0,036;0,221;7,300;0,066;0,236;-2,827;0,0016;0,006;-0,067;7,300;-0,162;1,021;-2,199;-0,0039;0,024;-0,052;7,300;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,300;0,017;0,314;-2,827;4,1250E-4;0,007;-0,067;7,300;0,019;0,126;-2,513;4,5000E-4;0,003;-0,060
7,350;-0,424;1,021;-0,157;-0,0101;0,024;-0,004;7,350;-0,525;0,723;3,456;-0,0125;0,017;0,083;7,350;-0,014;-0,016;-0,157;-3,3750E-4;-3,750E-4;-0,004;7,350;-0,011;0,079;-1,728;-2,6250E-4;0,002;-0,041;7,350;-0,047;0,503;-2,670;-0,0011;0,012;-0,064;7,350;-0,206;0,974;-0,942;-0,0049;0,023;-0,022;7,350;-0,074;0,503;-2,356;-0,0018;0,012;-0,056;7,350;-0,157;0,864;-1,257;-0,0037;0,021;-0,030;7,350;-0,434;-1,005;9,582;-0,0104;-0,024;0,229;7,350;0,074;0,094;-2,199;0,0018;0,002;-0,052;7,350;-0,113;0,895;-2,513;-0,0027;0,021;-0,060;7,350;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,350;0,030;0,157;-2,670;7,1250E-4;0,004;-0,064;7,350;0,022;0,031;-1,257;5,2500E-4;7,500E-4;-0,030
7,400;-0,374;1,005;-0,471;-0,0089;0,024;-0,011;7,400;-0,484;0,864;2,513;-0,0116;0,021;0,060;7,400;-0,016;-0,016;0,157;-3,7500E-4;-3,750E-4;0,004;7,400;-0,009;0,016;-0,942;-2,2500E-4;3,750E-4;-0,023;7,400;-0,025;0,361;-2,827;-6,0000E-4;0,009;-0,067;7,400;-0,159;0,911;-1,571;-0,0038;0,022;-0,037;7,400;-0,052;0,377;-2,513;-0,0012;0,009;-0,060;7,400;-0,115;0,785;-1,885;-0,0027;0,019;-0,045;7,400;-0,471;-0,534;8,796;-0,0113;-0,013;0,210;7,400;0,075;0,016;-0,942;0,0018;3,750E-4;-0,023;7,400;-0,072;0,770;-2,513;-0,0017;0,018;-0,060;7,400;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,400;0,033;0,047;-1,571;7,8750E-4;0,001;-0,038;7,400;0,022;0,000;-0,314;5,2500E-4;0,000;-0,008
7,450;-0,324;0,974;-0,942;-0,0077;0,023;-0,023;7,450;-0,438;0,974;2,042;-0,0105;0,023;0,049;7,450;-0,016;0,000;0,157;-3,7500E-4;0,000;0,004;7,450;-0,009;-0,016;-0,314;-2,2500E-4;-3,750E-4;-0,008;7,450;-0,011;0,220;-2,670;-2,6250E-4;0,005;-0,064;7,450;-0,115;0,817;-2,356;-0,0027;0,020;-0,056;7,450;-0,036;0,251;-2,356;-8,6250E-4;0,006;-0,056;7,450;-0,079;0,675;-2,042;-0,0019;0,016;-0,049;7,450;-0,487;-0,126;7,069;-0,0116;-0,003;0,169;7,450;0,075;0,000;-0,157;0,0018;0,000;-0,004;7,450;-0,036;0,644;-2,985;-8,6250E-4;0,015;-0,071;7,450;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,450;0,035;0,000;-0,628;8,2500E-4;0,000;-0,015;7,450;0,022;0,000;-0,157;5,2500E-4;0,000;-0,004
7,500;-0,276;0,911;-1,571;-0,0066;0,022;-0,038;7,500;-0,386;1,068;1,257;-0,0092;0,025;0,030;7,500;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,500;-0,011;-0,016;0,157;-2,6250E-4;-3,750E-4;0,004;7,500;-0,003;0,094;-2,042;-7,5000E-5;0,002;-0,049;7,500;-0,077;0,675;-2,670;-0,0018;0,016;-0,064;7,500;-0,027;0,141;-1,885;-6,3750E-4;0,003;-0,045;7,500;-0,047;0,581;-2,199;-0,0011;0,014;-0,053;7,500;-0,484;0,173;5,027;-0,0116;0,004;0,120;7,500;0,075;0,000;0,000;0,0018;0,000;0,000;7,500;-0,008;0,471;-3,142;-1,8750E-4;0,011;-0,075;7,500;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,500;0,033;-0,016;0,000;7,8750E-4;-3,750E-4;0,000;7,500;0,022;-0,016;-0,157;5,2500E-4;-3,750E-4;-0,004
7,550;-0,232;0,817;-2,199;-0,0056;0,019;-0,052;7,550;-0,331;1,100;0,314;-0,0079;0,026;0,008;7,550;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,550;-0,011;0,000;0,157;-2,6250E-4;0,000;0,004;7,550;-0,002;0,016;-0,942;-3,7500E-5;3,750E-4;-0,022;7,550;-0,047;0,550;-2,513;-0,0011;0,013;-0,060;7,550;-0,022;0,063;-1,257;-5,2500E-4;0,001;-0,030;7,550;-0,020;0,456;-2,670;-4,8750E-4;0,011;-0,064;7,550;-0,470;0,377;3,613;-0,0112;0,009;0,086;7,550;0,075;0,000;0,000;0,0018;0,000;0,000;7,550;0,011;0,330;-2,827;2,6250E-4;0,008;-0,067;7,550;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,550;0,033;0,000;-1,388E-15;7,8750E-4;0,000;-3,361E-17;7,550;0,020;-0,016;0,157;4,8750E-4;-3,750E-4;0,004
7,600;-0,195;0,691;-2,356;-0,0047;0,017;-0,056;7,600;-0,276;1,100;-0,157;-0,0066;0,026;-0,004;7,600;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,600;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;7,600;-0,002;0,000;-0,157;-3,7500E-5;0,000;-0,004;7,600;-0,022;0,424;-2,670;-5,2500E-4;0,010;-0,064;7,600;-0,020;0,016;-0,628;-4,8750E-4;3,750E-4;-0,015;7,600;-0,002;0,314;-2,827;-3,7500E-5;0,008;-0,067;7,600;-0,446;0,534;2,513;-0,0107;0,013;0,060;7,600;0,075;0,000;0,000;0,0018;0,000;0,000;7,600;0,025;0,188;-2,670;6,0000E-4;0,005;-0,064;7,600;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,600;0,033;-0,016;-0,157;7,8750E-4;-3,750E-4;-0,004;7,600;0,020;0,000;-1,388E-15;4,8750E-4;0,000;-3,361E-17
7,650;-0,163;0,581;-2,513;-0,0039;0,014;-0,060;7,650;-0,221;1,084;-0,785;-0,0053;0,026;-0,019;7,650;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,650;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;7,650;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;7,650;-0,005;0,283;-2,827;-1,1250E-4;0,007;-0,068;7,650;-0,020;0,000;-0,157;-4,8750E-4;0,000;-0,004;7,650;0,011;0,173;-2,513;2,6250E-4;0,004;-0,060;7,650;-0,416;0,628;1,728;-0,0099;0,015;0,041;7,650;0,075;0,000;0,000;0,0018;0,000;0,000;7,650;0,030;0,063;-1,885;7,1250E-4;0,002;-0,045;7,650;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,650;0,031;-0,016;0,157;7,5000E-4;-3,750E-4;0,004;7,650;0,020;-0,016;-0,157;4,8750E-4;-3,750E-4;-0,004
7,700;-0,137;0,440;-2,985;-0,0033;0,011;-0,071;7,700;-0,168;1,021;-1,571;-0,0040;0,024;-0,038;7,700;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,700;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;7,700;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;7,700;0,006;0,141;-2,513;1,5000E-4;0,003;-0,060;7,700;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;7,700;0,016;0,063;-1,571;3,7500E-4;0,002;-0,038;7,700;-0,383;0,707;1,414;-0,0092;0,017;0,034;7,700;0,075;0,000;0,000;0,0018;0,000;0,000;7,700;0,031;0,000;-0,785;7,5000E-4;0,000;-0,019;7,700;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,700;0,031;0,000;0,157;7,5000E-4;0,000;0,004;7,700;0,019;-0,016;0,157;4,5000E-4;-3,750E-4;0,004
7,750;-0,119;0,283;-2,827;-0,0029;0,007;-0,068;7,750;-0,119;0,927;-2,042;-0,0029;0,022;-0,049;7,750;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,750;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;7,750;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;7,750;0,009;0,031;-1,571;2,2500E-4;7,500E-4;-0,037;7,750;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;7,750;0,017;0,016;-0,785;4,1250E-4;3,750E-4;-0,019;7,750;-0,346;0,770;0,785;-0,0083;0,018;0,019;7,750;0,075;0,000;0,000;0,0018;0,000;0,000;7,750;0,030;-0,016;0,000;7,1250E-4;-3,750E-4;0,000;7,750;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,750;0,031;0,000;0,000;7,5000E-4;0,000;0,000;7,750;0,019;0,000;0,157;4,5000E-4;0,000;0,004
7,800;-0,108;0,157;-2,513;-0,0026;0,004;-0,060;7,800;-0,075;0,817;-2,513;-0,0018;0,019;-0,060;7,800;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,800;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;7,800;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;7,800;0,009;-0,016;-0,471;2,2500E-4;-3,750E-4;-0,011;7,800;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;7,800;0,017;-0,016;-0,314;4,1250E-4;-3,750E-4;-0,007;7,800;-0,306;0,785;-7,105E-14;-0,0073;0,019;-1,631E-15;7,800;0,075;0,000;0,000;0,0018;0,000;0,000;7,800;0,030;0,000;-1,388E-15;7,1250E-4;0,000;-3,361E-17;7,800;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,800;0,031;0,000;-0,157;7,5000E-4;0,000;-0,004;7,800;0,019;0,000;-0,157;4,5000E-4;0,000;-0,004
7,850;-0,104;0,031;-1,728;-0,0025;7,500E-4;-0,041;7,850;-0,038;0,675;-2,827;-9,0000E-4;0,016;-0,067;7,850;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,850;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;7,850;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;7,850;0,008;-0,016;0,157;1,8750E-4;-3,750E-4;0,004;7,850;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;7,850;0,016;-0,016;0,157;3,7500E-4;-3,750E-4;0,004;7,850;-0,267;0,770;-0,471;-0,0064;0,018;-0,011;7,850;0,075;0,000;0,000;0,0018;0,000;0,000;7,850;0,030;-0,016;-0,157;7,1250E-4;-3,750E-4;-0,004;7,850;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,850;0,031;-0,016;-0,157;7,5000E-4;-3,750E-4;-0,004;7,850;0,019;-0,016;-0,157;4,5000E-4;-3,750E-4;-0,004
7,900;-0,105;-0,016;-0,314;-0,0025;-3,750E-4;-0,007;7,900;-0,008;0,534;-2,985;-1,8750E-4;0,013;-0,071;7,900;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,900;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;7,900;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;7,900;0,008;0,000;0,157;1,8750E-4;0,000;0,004;7,900;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;7,900;0,016;0,000;0,157;3,7500E-4;0,000;0,004;7,900;-0,229;0,738;-0,628;-0,0055;0,018;-0,015;7,900;0,075;0,000;0,000;0,0018;0,000;0,000;7,900;0,028;-0,016;0,157;6,7500E-4;-3,750E-4;0,004;7,900;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,900;0,030;-0,016;0,157;7,1250E-4;-3,750E-4;0,004;7,900;0,017;-0,016;0,157;4,1250E-4;-3,750E-4;0,004
7,950;-0,105;0,000;0,157;-0,0025;0,000;0,004;7,950;0,016;0,377;-3,142;3,7500E-4;0,009;-0,075;7,950;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;7,950;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;7,950;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;7,950;0,008;0,000;0,000;1,8750E-4;0,000;0,000;7,950;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;7,950;0,016;0,000;0,000;3,7500E-4;0,000;0,000;7,950;-0,193;0,707;-0,942;-0,0046;0,017;-0,023;7,950;0,075;0,000;0,000;0,0018;0,000;0,000;7,950;0,028;0,000;0,157;6,7500E-4;0,000;0,004;7,950;-0,055;0,000;0,000;-0,0013;0,000;0,000;7,950;0,030;0,000;0,157;7,1250E-4;0,000;0,004;7,950;0,017;0,000;0,157;4,1250E-4;0,000;0,004
8,000;-0,105;0,000;0,000;-0,0025;0,000;0,000;8,000;0,030;0,220;-2,827;7,1250E-4;0,005;-0,067;8,000;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;8,000;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,000;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,000;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,000;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,000;0,016;0,000;0,000;3,7500E-4;0,000;0,000;8,000;-0,159;0,644;-1,414;-0,0038;0,015;-0,034;8,000;0,075;0,000;-0,157;0,0018;0,000;-0,004;8,000;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,000;-0,055;0,000;0,000;-0,0013;0,000;0,000;8,000;0,030;0,000;0,000;7,1250E-4;0,000;0,000;8,000;0,017;0,000;0,000;4,1250E-4;0,000;0,000
8,050;-0,105;0,000;0,000;-0,0025;0,000;0,000;8,050;0,038;0,094;-2,199;9,0000E-4;0,002;-0,052;8,050;-0,016;0,000;0,000;-3,7500E-4;0,000;0,000;8,050;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,050;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,050;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,050;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,050;0,016;0,000;-0,157;3,7500E-4;0,000;-0,004;8,050;-0,129;0,565;-1,728;-0,0031;0,014;-0,041;8,050;0,075;-0,016;-0,157;0,0018;-3,750E-4;-0,004;8,050;0,028;0,000;-0,157;6,7500E-4;0,000;-0,004;8,050;-0,055;0,000;0,000;-0,0013;0,000;0,000;8,050;0,030;0,000;0,000;7,1250E-4;0,000;0,000;8,050;0,017;0,000;-0,157;4,1250E-4;0,000;-0,004
8,100;-0,105;0,000;0,000;-0,0025;0,000;0,000;8,100;0,039;0,000;-1,100;9,3750E-4;0,000;-0,026;8,100;-0,016;0,000;-0,157;-3,7500E-4;0,000;-0,004;8,100;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,100;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,100;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,100;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,100;0,016;-0,016;-0,157;3,7500E-4;-3,750E-4;-0,004;8,100;-0,102;0,471;-2,042;-0,0024;0,011;-0,049;8,100;0,074;-0,016;0,157;0,0018;-3,750E-4;0,004;8,100;0,028;-0,016;-0,157;6,7500E-4;-3,750E-4;-0,004;8,100;-0,055;0,000;0,000;-0,0013;0,000;0,000;8,100;0,030;0,000;0,000;7,1250E-4;0,000;0,000;8,100;0,017;-0,016;-0,157;4,1250E-4;-3,750E-4;-0,004
8,150;-0,105;0,000;-0,157;-0,0025;0,000;-0,004;8,150;0,038;-0,016;-0,157;9,0000E-4;-3,750E-4;-0,004;8,150;-0,016;-0,016;-0,157;-3,7500E-4;-3,750E-4;-0,004;8,150;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,150;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,150;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,150;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,150;0,014;-0,016;0,157;3,3750E-4;-3,750E-4;0,004;8,150;-0,082;0,361;-2,042;-0,0020;0,009;-0,049;8,150;0,074;0,000;0,157;0,0018;0,000;0,004;8,150;0,027;-0,016;0,157;6,3750E-4;-3,750E-4;0,004;8,150;-0,055;0,000;;-0,0013;0,000;;8,150;0,030;0,000;0,000;7,1250E-4;0,000;0,000;8,150;0,016;-0,016;0,157;3,7500E-4;-3,750E-4;0,004
8,200;-0,105;-0,016;-0,157;-0,0025;-3,750E-4;-0,004;8,200;0,038;-0,016;-0,157;9,0000E-4;-3,750E-4;-0,004;8,200;-0,017;-0,016;0,157;-4,1250E-4;-3,750E-4;0,004;8,200;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,200;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,200;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,200;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,200;0,014;0,000;0,157;3,3750E-4;0,000;0,004;8,200;-0,066;0,267;-2,042;-0,0016;0,006;-0,049;8,200;0,074;0,000;0,000;0,0018;0,000;0,000;8,200;0,027;0,000;0,157;6,3750E-4;0,000;0,004;;;;;;;;8,200;0,030;0,000;0,000;7,1250E-4;0,000;0,000;8,200;0,016;0,000;0,157;3,7500E-4;0,000;0,004
8,250;-0,107;-0,016;0,157;-0,0026;-3,750E-4;0,004;8,250;0,036;-0,031;2,776E-15;8,6250E-4;-7,500E-4;6,668E-17;8,250;-0,017;0,000;;-4,1250E-4;0,000;;8,250;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,250;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,250;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,250;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,250;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,250;-0,055;0,157;-2,042;-0,0013;0,004;-0,049;8,250;0,074;0,000;0,000;0,0018;0,000;0,000;8,250;0,027;0,000;0,000;6,3750E-4;0,000;0,000;;;;;;;;8,250;0,030;0,000;-0,157;7,1250E-4;0,000;-0,004;8,250;0,016;0,000;0,000;3,7500E-4;0,000;0,000
8,300;-0,107;0,000;0,157;-0,0026;0,000;0,004;8,300;0,035;-0,016;0,314;8,2500E-4;-3,750E-4;0,007;;;;;;;;8,300;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,300;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,300;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,300;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,300;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,300;-0,050;0,063;-1,414;-0,0012;0,002;-0,034;8,300;0,074;0,000;0,000;0,0018;0,000;0,000;8,300;0,027;0,000;-0,157;6,3750E-4;0,000;-0,004;;;;;;;;8,300;0,030;-0,016;-0,157;7,1250E-4;-3,750E-4;-0,004;8,300;0,016;0,000;0,000;3,7500E-4;0,000;0,000
8,350;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,350;0,035;0,000;0,157;8,2500E-4;0,000;0,004;;;;;;;;8,350;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,350;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,350;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,350;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,350;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,350;-0,049;0,016;-0,628;-0,0012;3,750E-4;-0,015;8,350;0,074;0,000;0,000;0,0018;0,000;0,000;8,350;0,027;-0,016;-0,157;6,3750E-4;-3,750E-4;-0,004;;;;;;;;8,350;0,028;-0,016;0,157;6,7500E-4;-3,750E-4;0,004;8,350;0,016;0,000;0,000;3,7500E-4;0,000;0,000
8,400;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,400;0,035;0,000;0,000;8,2500E-4;0,000;0,000;;;;;;;;8,400;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,400;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,400;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,400;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,400;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,400;-0,049;0,000;-0,157;-0,0012;0,000;-0,004;8,400;0,074;0,000;0,000;0,0018;0,000;0,000;8,400;0,025;-0,016;0,157;6,0000E-4;-3,750E-4;0,004;;;;;;;;8,400;0,028;0,000;0,157;6,7500E-4;0,000;0,004;8,400;0,016;0,000;0,000;3,7500E-4;0,000;0,000
8,450;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,450;0,035;0,000;0,000;8,2500E-4;0,000;0,000;;;;;;;;8,450;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,450;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,450;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,450;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,450;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,450;-0,049;0,000;0,000;-0,0012;0,000;0,000;8,450;0,074;0,000;0,000;0,0018;0,000;0,000;8,450;0,025;0,000;0,157;6,0000E-4;0,000;0,004;;;;;;;;8,450;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,450;0,016;0,000;0,000;3,7500E-4;0,000;0,000
8,500;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,500;0,035;0,000;-0,157;8,2500E-4;0,000;-0,004;;;;;;;;8,500;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,500;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,500;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,500;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,500;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,500;-0,049;0,000;0,000;-0,0012;0,000;0,000;8,500;0,074;0,000;0,000;0,0018;0,000;0,000;8,500;0,025;0,000;0,000;6,0000E-4;0,000;0,000;;;;;;;;8,500;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,500;0,016;0,000;0,000;3,7500E-4;0,000;0,000
8,550;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,550;0,035;-0,016;-0,157;8,2500E-4;-3,750E-4;-0,004;;;;;;;;8,550;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,550;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,550;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,550;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,550;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,550;-0,049;0,000;0,000;-0,0012;0,000;0,000;8,550;0,074;0,000;0,000;0,0018;0,000;0,000;8,550;0,025;0,000;0,000;6,0000E-4;0,000;0,000;;;;;;;;8,550;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,550;0,016;0,000;0,000;3,7500E-4;0,000;0,000
8,600;-0,107;0,000;0,000;-0,0026;0,000;0,000;8,600;0,033;-0,016;0,157;7,8750E-4;-3,750E-4;0,004;;;;;;;;8,600;-0,011;0,000;0,000;-2,6250E-4;0,000;0,000;8,600;-0,002;0,000;0,000;-3,7500E-5;0,000;0,000;8,600;0,008;0,000;0,000;1,8750E-4;0,000;0,000;8,600;-0,020;0,000;0,000;-4,8750E-4;0,000;0,000;8,600;0,014;0,000;0,000;3,3750E-4;0,000;0,000;8,600;-0,049;0,000;0,157;-0,0012;0,000;0,004;8,600;0,074;0,000;0,000;0,0018;0,000;0,000;8,600;0,025;0,000;-0,157;6,0000E-4;0,000;-0,004;;;;;;;;8,600;0,028;0,000;0,000;6,7500E-4;0,000;0,000;8,600;0,016;0,000;0,000;3,7500E-4;0,000;0,000
