Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,850;-1,839;0,000;0,000;-0,0439125;0,000;0,000;8,0;7,9646759
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,860;-1,839;0,000;0,000;-0,0439125;0,000;0,000;8,0;8,0479889
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,870;-1,839;0,000;0,000;-0,0439125;0,000;0,000;8,2;8,1881714
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,880;-1,839;0,000;0,000;-0,0439125;0,000;0,000;8,2;8,2357178
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,890;-1,839;0,000;0,000;-0,0439125;0,000;0,000;8,2;8,2327728
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,900;-1,839;0,000;0,000;-0,0439125;0,000;0,000;8,3;8,3142090
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,910;-1,839;0,000;-3,927;-0,0439125;0,000;-0,094;8,4;8,3913116
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,920;-1,839;-0,079;-3,927;-0,0439125;-0,002;-0,094;8,6;8,5782318
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,930;-1,841;-0,079;3,927;-0,0439500;-0,002;0,094;8,7;8,6531067
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,940;-1,841;0,000;3,927;-0,0439500;0,000;0,094;8,7;8,7142944
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,950;-1,841;0,000;0,000;-0,0439500;0,000;0,000;8,8;8,7606201
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,960;-1,841;0,000;0,000;-0,0439500;0,000;0,000;8,8;8,7973938
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,970;-1,841;0,000;0,000;-0,0439500;0,000;0,000;8,9;8,8723755
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,980;-1,841;0,000;0,000;-0,0439500;0,000;0,000;9,0;9,0031433
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,990;-1,841;0,000;0,000;-0,0439500;0,000;0,000;9,1;9,0868073
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,000;-1,841;0,000;0,000;-0,0439500;0,000;0,000;9,1;9,1409760
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,010;-1,841;0,000;0,000;-0,0439500;0,000;0,000;9,2;9,2172241
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,020;-1,841;0,000;0,000;-0,0439500;0,000;0,000;9,3;9,3442230
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,030;-1,841;0,000;0,000;-0,0439500;0,000;0,000;9,5;9,5036774
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,040;-1,841;0,000;0,000;-0,0439500;0,000;0,000;9,6;9,5702057
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,050;-1,841;0,000;0,000;-0,0439500;0,000;0,000;9,7;9,6886597
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,060;-1,841;0,000;-3,927;-0,0439500;0,000;-0,094;9,7;9,7205048
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,070;-1,841;-0,079;-3,927;-0,0439500;-0,002;-0,094;9,9;9,8716736
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,080;-1,843;-0,079;3,927;-0,0439875;-0,002;0,094;9,9;9,9301147
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,090;-1,843;0,000;3,927;-0,0439875;0,000;0,094;10,0;10,0321350
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,100;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,2;10,1947937
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,110;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,3;10,3278046
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,120;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,4;10,3586731
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,130;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,4;10,4446411
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,140;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,5;10,5343018
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,150;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,6;10,5531769
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,160;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,5;10,5285645
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,170;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,8;10,7521515
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,180;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,7;10,7270813
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,190;-1,843;0,000;0,000;-0,0439875;0,000;0,000;10,9;10,9077911
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,200;-1,843;0,000;0,000;-0,0439875;0,000;0,000;11,0;11,0354004
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,210;-1,843;0,000;-3,927;-0,0439875;0,000;-0,094;11,2;11,1990814
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,220;-1,843;-0,079;-3,927;-0,0439875;-0,002;-0,094;11,1;11,1290894
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,230;-1,844;-0,079;3,927;-0,0440250;-0,002;0,094;11,3;11,2774658
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,240;-1,844;0,000;3,927;-0,0440250;0,000;0,094;11,4;11,3853455
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,250;-1,844;0,000;0,000;-0,0440250;0,000;0,000;11,4;11,4326935
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,260;-1,844;0,000;0,000;-0,0440250;0,000;0,000;11,5;11,5484619
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,270;-1,844;0,000;0,000;-0,0440250;0,000;0,000;11,8;11,7882690
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,280;-1,844;0,000;0,000;-0,0440250;0,000;0,000;12,0;12,0332336
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,290;-1,844;0,000;0,000;-0,0440250;0,000;0,000;12,3;12,3244629
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,300;-1,844;0,000;0,000;-0,0440250;0,000;0,000;12,6;12,6031952
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,310;-1,844;0,000;0,000;-0,0440250;0,000;0,000;12,8;12,7838593
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,320;-1,844;0,000;0,000;-0,0440250;0,000;0,000;12,8;12,8030243
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,330;-1,844;0,000;0,000;-0,0440250;0,000;0,000;12,9;12,9172211
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,340;-1,844;0,000;0,000;-0,0440250;0,000;0,000;13,1;13,1031189
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,350;-1,844;0,000;0,000;-0,0440250;0,000;0,000;13,1;13,0974274
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,360;-1,844;0,000;0,000;-0,0440250;0,000;0,000;13,1;13,0583191
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,370;-1,844;0,000;-3,927;-0,0440250;0,000;-0,094;13,1;13,1441650
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,380;-1,844;-0,079;-3,927;-0,0440250;-0,002;-0,094;13,3;13,2801819
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,390;-1,846;-0,079;3,927;-0,0440625;-0,002;0,094;13,4;13,3987885
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,400;-1,846;0,000;3,927;-0,0440625;0,000;0,094;13,4;13,4066772
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,410;-1,846;0,000;0,000;-0,0440625;0,000;0,000;13,5;13,4838867
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,420;-1,846;0,000;0,000;-0,0440625;0,000;0,000;13,6;13,5563660
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,430;-1,846;0,000;0,000;-0,0440625;0,000;0,000;13,7;13,6732483
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,440;-1,846;0,000;0,000;-0,0440625;0,000;0,000;13,7;13,7058411
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,450;-1,846;0,000;0,000;-0,0440625;0,000;0,000;13,8;13,7825928
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,460;-1,846;0,000;0,000;-0,0440625;0,000;0,000;13,9;13,9404297
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,470;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,0;13,9763794
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,480;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,0;14,0241394
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,490;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,0;14,0317230
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,500;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,1;14,1430054
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,510;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,1;14,1394043
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,520;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,3;14,3372040
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,530;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,4;14,3599396
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,540;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,5;14,5258484
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,550;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,5;14,5391846
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,560;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,5;14,5386658
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,570;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,5;14,5450745
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,580;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,7;14,6820984
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,590;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,8;14,7699890
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,600;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,8;14,7750854
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,610;-1,846;0,000;0,000;-0,0440625;0,000;0,000;14,9;14,9186096
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,620;-1,846;0,000;0,000;-0,0440625;0,000;0,000;15,1;15,0781097
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,630;-1,846;0,000;0,000;-0,0440625;0,000;0,000;15,1;15,1221619
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,640;-1,846;0,000;-3,927;-0,0440625;0,000;-0,094;15,1;15,0824432
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,650;-1,846;-0,079;-3,927;-0,0440625;-0,002;-0,094;15,3;15,2771454
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,660;-1,847;-0,079;3,927;-0,0441000;-0,002;0,094;15,5;15,4902649
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,670;-1,847;0,000;3,927;-0,0441000;0,000;0,094;15,6;15,5972748
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,680;-1,847;0,000;0,000;-0,0441000;0,000;0,000;15,7;15,6517487
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,690;-1,847;0,000;0,000;-0,0441000;0,000;0,000;15,9;15,8726959
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,700;-1,847;0,000;0,000;-0,0441000;0,000;0,000;15,9;15,9114075
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,710;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,0;15,9701538
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,720;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,1;16,0531006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,730;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,2;16,2261353
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,740;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,2;16,2065125
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,750;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,3;16,2677460
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,760;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,4;16,3623962
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,770;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,5;16,5234375
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,780;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,6;16,6186523
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,790;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,6;16,5802917
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,800;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,6;16,6372681
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,810;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,8;16,7618256
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,820;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,8;16,8187866
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,830;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,7;16,7485504
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,840;-1,847;0,000;0,000;-0,0441000;0,000;0,000;16,9;16,8547974
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,850;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,0;16,9990997
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,860;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,1;17,0506744
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,870;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,0;17,0089111
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,880;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,2;17,1599274
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,890;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,3;17,3120117
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,900;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,5;17,5292358
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,910;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,6;17,5511627
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,920;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,7;17,7313232
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,930;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,7;17,7010498
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,940;-1,847;0,000;0,000;-0,0441000;0,000;0,000;17,8;17,7688599
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,950;-1,847;0,000;-3,927;-0,0441000;0,000;-0,094;17,8;17,8162079
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,960;-1,847;-0,079;-3,927;-0,0441000;-0,002;-0,094;18,0;18,0418396
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,970;-1,849;-0,079;3,927;-0,0441375;-0,002;0,094;18,1;18,0777893
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,980;-1,849;0,000;3,927;-0,0441375;0,000;0,094;18,0;18,0459595
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,990;-1,849;0,000;0,000;-0,0441375;0,000;0,000;18,1;18,1024628
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,000;-1,849;0,000;0,000;-0,0441375;0,000;0,000;18,2;18,2233582
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,010;-1,849;0,000;0,000;-0,0441375;0,000;0,000;18,3;18,2657776
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,020;-1,849;0,000;0,000;-0,0441375;0,000;0,000;18,2;18,2104950
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,030;-1,849;0,000;0,000;-0,0441375;0,000;0,000;18,5;18,4569244
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,040;-1,849;0,000;0,000;-0,0441375;0,000;0,000;18,7;18,6554413
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,050;-1,849;0,000;0,000;-0,0441375;0,000;0,000;18,7;18,6884460
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,060;-1,849;0,000;0,000;-0,0441375;0,000;0,000;18,8;18,7974548
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,070;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,0;18,9575195
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,080;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,1;19,0548096
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,090;-1,849;0,000;0,000;-0,0441375;0,000;0,000;18,9;18,9498291
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,100;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,0;19,0149384
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,110;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,2;19,1743927
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,120;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,2;19,1890869
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,130;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,3;19,2601471
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,140;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,5;19,4976807
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,150;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,7;19,7490845
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,160;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,7;19,7358093
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,170;-1,849;0,000;0,000;-0,0441375;0,000;0,000;19,9;19,9261932
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,180;-1,849;0,000;0,000;-0,0441375;0,000;0,000;20,2;20,1702271
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,190;-1,849;0,000;-3,927;-0,0441375;0,000;-0,094;20,4;20,3540497
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,200;-1,849;-0,079;-3,927;-0,0441375;-0,002;-0,094;20,2;20,1620941
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,210;-1,850;-0,079;3,927;-0,0441750;-0,002;0,094;20,3;20,2514648
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,220;-1,850;0,000;3,927;-0,0441750;0,000;0,094;20,2;20,2309113
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,230;-1,850;0,000;0,000;-0,0441750;0,000;0,000;20,3;20,3445892
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,240;-1,850;0,000;0,000;-0,0441750;0,000;0,000;20,3;20,2565460
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,250;-1,850;0,000;0,000;-0,0441750;0,000;0,000;20,5;20,4738770
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,260;-1,850;0,000;0,000;-0,0441750;0,000;0,000;20,5;20,4900055
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,270;-1,850;0,000;0,000;-0,0441750;0,000;0,000;20,7;20,6616211
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,280;-1,850;0,000;0,000;-0,0441750;0,000;0,000;20,7;20,7009277
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,290;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,0;21,0431824
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,300;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,1;21,1152649
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,310;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,0;21,0298615
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,320;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,0;20,9771729
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,330;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,1;21,1404877
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,340;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,3;21,2642822
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,350;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,2;21,2367706
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,360;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,4;21,4337158
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,370;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,7;21,6777496
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,380;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,7;21,7147217
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,390;-1,850;0,000;0,000;-0,0441750;0,000;0,000;21,9;21,8582611
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,400;-1,850;0,000;0,000;-0,0441750;0,000;0,000;22,0;22,0321655
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,410;-1,850;0,000;0,000;-0,0441750;0,000;0,000;22,2;22,2305298
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,420;-1,850;0,000;0,000;-0,0441750;0,000;0,000;22,3;22,2621155
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,430;-1,850;0,000;0,000;-0,0441750;0,000;0,000;22,4;22,4484253
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,440;-1,850;0,000;0,000;-0,0441750;0,000;0,000;22,5;22,5249634
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,450;-1,850;0,000;0,000;-0,0441750;0,000;0,000;22,6;22,5514679
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,460;-1,850;0,000;-3,927;-0,0441750;0,000;-0,094;22,6;22,6346283
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,470;-1,850;-0,079;-3,927;-0,0441750;-0,002;-0,094;23,0;22,9734802
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,480;-1,852;-0,079;3,927;-0,0442125;-0,002;0,094;23,1;23,0606079
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,490;-1,852;0,000;3,927;-0,0442125;0,000;0,094;22,9;22,9465637
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,500;-1,852;0,000;0,000;-0,0442125;0,000;0,000;23,2;23,1554565
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,510;-1,852;0,000;0,000;-0,0442125;0,000;0,000;23,4;23,4441528
